,Machine failure,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp difference,Power
6178,1,0,1282,67.9,10,9.799999999999955,87047.8
6179,0,1,1396,45.1,12,9.799999999999955,62959.6
6180,0,0,1492,44.6,15,9.899999999999977,66543.2
6181,0,0,1975,19.7,17,9.800000000000011,38907.5
6182,0,0,1475,35.3,19,9.800000000000011,52067.49999999999
6183,0,2,1495,37.3,21,9.899999999999977,55763.49999999999
6184,0,0,1553,35.8,26,10.0,55597.399999999994
6185,0,0,1918,21.7,28,9.899999999999977,41620.6
6186,0,1,1413,46.6,30,9.899999999999977,65845.8
6187,0,0,1437,56.0,33,10.0,80472.0
6188,0,0,1450,45.9,35,9.899999999999977,66555.0
6189,0,1,1910,21.9,37,9.899999999999977,41829.0
6190,0,0,1749,26.4,40,10.0,46173.6
6191,0,2,1916,22.0,42,9.899999999999977,42152.0
6192,0,0,1428,45.3,47,9.899999999999977,64688.399999999994
6193,0,0,1578,38.4,49,9.899999999999977,60595.2
6194,0,0,1571,39.9,51,9.900000000000034,62682.899999999994
6195,0,0,1729,30.2,53,9.900000000000034,52215.799999999996
6196,0,0,1701,30.4,55,9.900000000000034,51710.399999999994
6197,0,0,1493,45.8,57,9.900000000000034,68379.4
6198,0,1,1554,32.7,59,9.899999999999977,50815.8
6199,0,0,1497,43.2,62,10.0,64670.4
6200,0,0,1679,29.8,64,9.899999999999977,50034.200000000004
6201,0,1,1510,44.5,66,9.899999999999977,67195.0
6202,0,0,1296,54.9,69,9.899999999999977,71150.4
6203,0,0,1404,41.8,71,9.899999999999977,58687.2
6204,0,1,1519,34.9,73,9.900000000000034,53013.1
6205,0,1,1696,27.3,76,9.800000000000011,46300.8
6206,0,1,1669,28.4,79,9.800000000000011,47399.6
6207,0,0,1447,40.7,82,9.900000000000034,58892.9
6208,0,1,1418,46.3,84,9.900000000000034,65653.4
6209,0,0,1407,40.5,87,9.900000000000034,56983.5
6210,0,0,1434,44.5,89,9.699999999999989,63813.0
6211,0,0,1360,48.8,91,9.800000000000011,66368.0
6212,0,0,1402,53.7,93,9.800000000000011,75287.40000000001
6213,0,0,1552,34.9,95,9.700000000000045,54164.799999999996
6214,0,0,1392,44.2,97,9.800000000000011,61526.4
6215,0,0,1521,41.0,99,9.699999999999989,62361.0
6216,0,0,1724,27.5,101,9.699999999999989,47410.0
6217,0,1,1455,46.1,103,9.699999999999989,67075.5
6218,0,2,1366,50.6,106,9.600000000000023,69119.6
6219,0,2,1407,43.9,111,9.5,61767.299999999996
6220,0,0,1470,49.3,116,9.699999999999989,72471.0
6221,0,1,1359,50.8,118,9.699999999999989,69037.2
6222,0,2,1792,25.8,121,9.699999999999989,46233.6
6223,0,1,1552,37.9,126,9.799999999999955,58820.799999999996
6224,0,0,1612,32.9,129,9.800000000000011,53034.799999999996
6225,0,1,1424,41.4,131,9.800000000000011,58953.6
6226,0,2,1341,59.3,134,9.699999999999989,79521.3
6227,0,0,1479,38.2,139,9.600000000000023,56497.8
6228,0,0,1413,50.1,141,9.699999999999989,70791.3
6229,0,0,2165,17.4,143,9.599999999999966,37671.0
6230,0,1,1641,33.0,145,9.699999999999989,54153.0
6231,0,1,1495,40.8,148,9.699999999999989,60995.99999999999
6232,0,0,1576,30.4,151,9.699999999999989,47910.399999999994
6233,0,0,1467,37.1,153,9.699999999999989,54425.700000000004
6234,0,0,1479,41.2,155,9.600000000000023,60934.8
6235,0,0,1596,33.9,157,9.599999999999966,54104.399999999994
6236,0,1,1512,36.9,159,9.599999999999966,55792.799999999996
6237,0,0,1414,38.8,162,9.5,54863.2
6238,0,0,1390,57.4,164,9.5,79786.0
6239,0,0,1644,31.6,166,9.5,51950.4
6240,0,1,1394,42.8,168,9.5,59663.2
6241,0,0,1324,52.4,171,9.399999999999977,69377.59999999999
6242,0,0,1476,43.6,173,9.399999999999977,64353.6
6243,0,0,2204,16.6,175,9.399999999999977,36586.4
6244,0,1,1665,30.9,177,9.399999999999977,51448.5
6245,0,0,1445,41.7,180,9.5,60256.50000000001
6246,0,2,1457,46.8,182,9.5,68187.59999999999
6247,0,0,1492,46.3,187,9.399999999999977,69079.59999999999
6248,1,0,1405,61.2,189,9.300000000000011,85986.0
6249,0,0,1542,35.5,191,9.400000000000034,54741.0
6250,0,0,1520,37.7,193,9.399999999999977,57304.00000000001
6251,0,1,1598,36.5,195,9.399999999999977,58327.0
6252,0,0,1538,36.1,198,9.5,55521.8
6253,0,0,1615,30.9,200,9.5,49903.5
6254,0,0,1408,47.0,202,9.5,66176.0
6255,1,0,1379,57.3,204,9.5,79016.7
6256,1,0,1493,37.8,206,9.600000000000023,56435.399999999994
6257,0,0,1376,49.1,0,9.599999999999966,67561.6
6258,0,1,1583,40.7,2,9.599999999999966,64428.100000000006
6259,0,1,1396,47.4,5,9.600000000000023,66170.4
6260,0,0,1436,45.3,8,9.599999999999966,65050.799999999996
6261,0,0,1417,47.6,10,9.5,67449.2
6262,0,0,1641,33.4,12,9.600000000000023,54809.399999999994
6263,0,1,1698,27.3,14,9.600000000000023,46355.4
6264,0,0,1541,39.1,17,9.5,60253.100000000006
6265,0,0,1383,46.6,19,9.5,64447.8
6266,0,0,1368,46.8,21,9.599999999999966,64022.399999999994
6267,0,0,1570,35.2,23,9.599999999999966,55264.00000000001
6268,0,0,1616,33.5,25,9.600000000000023,54136.0
6269,0,1,1444,43.2,27,9.600000000000023,62380.8
6270,0,0,2021,18.8,30,9.5,37994.8
6271,0,1,1702,29.3,32,9.600000000000023,49868.6
6272,0,1,1429,52.7,35,9.5,75308.3
6273,0,0,1711,28.9,38,9.600000000000023,49447.899999999994
6274,0,1,1543,32.9,40,9.5,50764.7
6275,0,0,1628,32.2,43,9.5,52421.600000000006
6276,0,0,1233,64.6,45,9.600000000000023,79651.79999999999
6277,0,0,1461,40.6,47,9.600000000000023,59316.6
6278,0,0,1568,38.3,49,9.5,60054.399999999994
6279,0,0,1432,54.4,51,9.5,77900.8
6280,0,1,1527,41.1,53,9.5,62759.700000000004
6281,0,1,1455,41.2,56,9.5,59946.00000000001
6282,0,1,1418,45.4,59,9.5,64377.2
6283,0,0,1719,29.5,62,9.5,50710.5
6284,0,1,1734,31.3,64,9.600000000000023,54274.200000000004
6285,0,1,1426,46.1,67,9.5,65738.6
6286,0,0,1611,35.2,70,9.5,56707.200000000004
6287,0,1,1479,41.1,72,9.5,60786.9
6288,0,0,1317,50.9,75,9.5,67035.3
6289,0,0,1248,61.4,77,9.5,76627.2
6290,0,0,1932,21.7,79,9.5,41924.4
6291,0,1,1547,35.8,81,9.399999999999977,55382.6
6292,0,0,1614,31.6,84,9.399999999999977,51002.4
6293,0,2,1512,44.9,86,9.399999999999977,67888.8
6294,0,0,1529,38.7,91,9.399999999999977,59172.3
6295,0,2,1782,24.9,93,9.5,44371.799999999996
6296,0,0,1429,39.4,98,9.5,56302.6
6297,0,1,1309,60.7,100,9.399999999999977,79456.3
6298,0,0,1428,44.1,103,9.399999999999977,62974.8
6299,0,0,1385,49.2,105,9.400000000000034,68142.0
6300,0,0,1517,39.4,107,9.5,59769.799999999996
6301,0,1,1576,39.6,109,9.400000000000034,62409.600000000006
6302,0,0,1437,51.2,112,9.400000000000034,73574.40000000001
6303,0,2,1457,50.5,114,9.400000000000034,73578.5
6304,0,0,1532,37.5,119,9.399999999999977,57450.0
6305,0,1,1603,32.6,121,9.399999999999977,52257.8
6306,0,0,1563,34.4,124,9.399999999999977,53767.2
6307,0,0,1617,34.5,126,9.300000000000011,55786.5
6308,0,1,1686,26.9,128,9.300000000000011,45353.399999999994
6309,0,0,1382,50.4,131,9.300000000000011,69652.8
6310,0,0,2090,17.8,133,9.200000000000045,37202.0
6311,0,0,1446,44.5,135,9.400000000000034,64347.0
6312,0,1,1533,38.1,137,9.300000000000011,58407.3
6313,0,0,1440,47.6,140,9.400000000000034,68544.0
6314,0,1,1793,25.0,142,9.399999999999977,44825.0
6315,0,1,1517,46.1,145,9.399999999999977,69933.7
6316,0,0,1544,36.0,148,9.5,55584.0
6317,0,0,1321,48.8,150,9.400000000000034,64464.799999999996
6318,0,1,1416,50.9,152,9.400000000000034,72074.4
6319,0,0,1514,40.0,155,9.399999999999977,60560.0
6320,0,1,1304,52.5,157,9.399999999999977,68460.0
6321,0,0,1286,64.9,160,9.5,83461.40000000001
6322,0,1,1483,40.2,162,9.400000000000034,59616.600000000006
6323,0,0,1351,46.9,165,9.400000000000034,63361.9
6324,0,1,1367,52.6,167,9.400000000000034,71904.2
6325,0,0,1721,32.3,170,9.400000000000034,55588.299999999996
6326,0,0,1455,40.4,172,9.399999999999977,58782.0
6327,0,0,1425,49.5,174,9.399999999999977,70537.5
6328,0,0,1672,29.7,176,9.300000000000011,49658.4
6329,0,1,1641,34.6,178,9.300000000000011,56778.600000000006
6330,0,1,1580,37.0,181,9.5,58460.0
6331,0,2,1495,47.4,184,9.5,70863.0
6332,0,1,1994,19.8,189,9.399999999999977,39481.200000000004
6333,0,1,1415,31.8,192,9.5,44997.0
6334,0,1,1725,30.4,195,9.400000000000034,52440.0
6335,0,1,1430,43.4,198,9.400000000000034,62062.0
6336,0,0,1395,48.1,201,9.400000000000034,67099.5
6337,0,1,1435,43.6,203,9.400000000000034,62566.0
6338,0,0,1681,28.6,206,9.5,48076.600000000006
6339,0,0,1451,48.6,208,9.5,70518.6
6340,1,2,1397,45.9,210,9.399999999999977,64122.299999999996
6341,0,1,1421,47.2,0,9.400000000000034,67071.2
6342,0,1,1444,42.0,3,9.5,60648.0
6343,0,0,1827,23.0,6,9.600000000000023,42021.0
6344,0,2,1374,47.7,8,9.600000000000023,65539.8
6345,0,0,1650,29.6,13,9.600000000000023,48840.0
6346,0,0,1275,60.7,15,9.5,77392.5
6347,0,0,1421,44.6,17,9.5,63376.6
6348,0,0,1557,33.8,19,9.600000000000023,52626.6
6349,0,0,1506,35.2,21,9.699999999999989,53011.200000000004
6350,0,0,1362,49.1,23,9.599999999999966,66874.2
6351,0,0,1542,47.1,25,9.699999999999989,72628.2
6352,0,0,1496,38.8,27,9.600000000000023,58044.799999999996
6353,0,1,1491,42.0,29,9.600000000000023,62622.0
6354,0,0,1565,34.8,32,9.5,54461.99999999999
6355,0,0,1481,37.9,34,9.599999999999966,56129.9
6356,0,1,1420,48.4,36,9.599999999999966,68728.0
6357,0,0,1398,54.8,39,9.600000000000023,76610.4
6358,0,1,1466,45.7,41,9.600000000000023,66996.2
6359,0,0,1430,56.7,44,9.699999999999989,81081.0
6360,0,0,1441,40.1,46,9.599999999999966,57784.1
6361,0,1,1348,57.3,48,9.599999999999966,77240.4
6362,0,0,1738,28.7,51,9.600000000000023,49880.6
6363,0,1,1618,36.2,53,9.600000000000023,58571.600000000006
6364,0,1,1489,41.7,56,9.700000000000045,62091.3
6365,0,1,1412,57.9,59,9.600000000000023,81754.8
6366,0,1,2065,18.1,62,9.600000000000023,37376.5
6367,0,0,1571,33.1,65,9.600000000000023,52000.100000000006
6368,0,1,1423,48.7,67,9.600000000000023,69300.1
6369,0,2,1781,24.9,70,9.5,44346.899999999994
6370,0,0,1321,46.9,75,9.5,61954.9
6371,0,0,1546,36.7,77,9.5,56738.200000000004
6372,0,1,1879,22.4,79,9.5,42089.6
6373,0,2,1735,28.9,82,9.5,50141.5
6374,0,0,1506,38.8,87,9.5,58432.799999999996
6375,0,2,1629,32.3,89,9.600000000000023,52616.7
6376,0,0,1694,28.7,94,9.600000000000023,48617.799999999996
6377,0,0,1541,37.0,96,9.5,57017.0
6378,0,0,1514,44.6,98,9.600000000000023,67524.40000000001
6379,0,0,1485,45.9,100,9.599999999999966,68161.5
6380,0,0,1430,55.0,102,9.600000000000023,78650.0
6381,0,0,1771,27.1,104,9.5,47994.100000000006
6382,0,0,1481,41.9,106,9.600000000000023,62053.9
6383,0,2,1483,43.8,108,9.5,64955.399999999994
6384,0,2,1463,45.1,113,9.5,65981.3
6385,0,0,1410,48.3,118,9.599999999999966,68103.0
6386,0,0,1656,34.3,120,9.5,56800.799999999996
6387,0,1,1487,39.2,122,9.600000000000023,58290.4
6388,0,2,1509,46.6,125,9.599999999999966,70319.40000000001
6389,0,2,1677,30.1,130,9.599999999999966,50477.700000000004
6390,0,0,1450,55.0,135,9.5,79750.0
6391,0,1,1413,43.0,137,9.5,60759.0
6392,0,0,1680,33.8,140,9.599999999999966,56783.99999999999
6393,0,0,1678,30.5,142,9.5,51179.0
6394,0,1,1408,44.0,144,9.5,61952.0
6395,0,1,1376,52.1,147,9.5,71689.6
6396,0,0,1526,46.4,150,9.600000000000023,70806.4
6397,0,1,1587,32.6,152,9.600000000000023,51736.200000000004
6398,0,0,1351,58.2,155,9.599999999999966,78628.2
6399,0,1,1501,38.0,157,9.5,57038.0
6400,0,0,1601,35.8,160,9.599999999999966,57315.799999999996
6401,0,1,1573,39.7,162,9.600000000000023,62448.100000000006
6402,0,1,1584,36.7,165,9.5,58132.8
6403,0,0,1649,33.6,168,9.5,55406.4
6404,0,1,1183,61.4,170,9.5,72636.2
6405,0,0,2151,17.5,173,9.599999999999966,37642.5
6406,0,0,1526,45.6,175,9.600000000000023,69585.6
6407,0,1,1611,29.0,177,9.599999999999966,46719.0
6408,0,0,1601,31.7,180,9.599999999999966,50751.7
6409,0,0,1560,40.8,182,9.699999999999989,63647.99999999999
6410,0,0,1544,41.9,184,9.700000000000045,64693.6
6411,0,1,1560,42.3,186,9.600000000000023,65988.0
6412,0,0,1423,44.2,189,9.600000000000023,62896.600000000006
6413,0,0,1614,33.5,191,9.700000000000045,54069.0
6414,0,1,1457,35.1,193,9.700000000000045,51140.700000000004
6415,0,0,1503,42.2,196,9.700000000000045,63426.600000000006
6416,0,2,1484,38.0,198,9.700000000000045,56392.0
6417,0,0,1540,39.9,203,9.599999999999966,61446.0
6418,0,2,1405,52.1,205,9.599999999999966,73200.5
6419,1,2,1394,46.7,210,9.599999999999966,65099.8
6420,0,0,1518,36.4,0,9.599999999999966,55255.2
6421,0,0,1527,41.4,2,9.599999999999966,63217.799999999996
6422,0,0,1377,55.3,4,9.599999999999966,76148.09999999999
6423,0,1,1537,37.5,6,9.699999999999989,57637.5
6424,0,1,1409,43.2,9,9.699999999999989,60868.8
6425,0,0,1393,56.1,12,9.599999999999966,78147.3
6426,0,0,1448,36.8,14,9.5,53286.399999999994
6427,0,0,1418,49.3,16,9.600000000000023,69907.4
6428,0,1,1743,24.1,18,9.600000000000023,42006.3
6429,0,1,1394,47.4,21,9.600000000000023,66075.59999999999
6430,0,0,1523,39.2,24,9.5,59701.600000000006
6431,0,0,1353,59.4,26,9.600000000000023,80368.2
6432,0,1,1447,46.5,28,9.599999999999966,67285.5
6433,0,0,1570,34.0,31,9.599999999999966,53380.0
6434,0,1,1494,38.5,33,9.599999999999966,57519.0
6435,0,0,1621,34.1,36,9.599999999999966,55276.100000000006
6436,0,0,1769,26.1,38,9.600000000000023,46170.9
6437,0,0,1282,66.1,40,9.600000000000023,84740.2
6438,0,0,1581,30.3,42,9.600000000000023,47904.3
6439,0,0,1656,32.7,44,9.5,54151.200000000004
6440,0,0,1648,31.7,46,9.599999999999966,52241.6
6441,0,0,1639,31.4,48,9.5,51464.6
6442,0,0,1348,54.8,50,9.5,73870.4
6443,0,0,1537,33.3,52,9.5,51182.1
6444,0,1,1270,61.0,54,9.5,77470.0
6445,0,0,1662,34.4,57,9.600000000000023,57172.799999999996
6446,0,1,1471,40.2,59,9.600000000000023,59134.200000000004
6447,0,0,1337,45.8,62,9.5,61234.6
6448,0,2,1877,24.8,64,9.5,46549.6
6449,0,0,1519,44.6,69,9.599999999999966,67747.40000000001
6450,0,0,1378,47.3,71,9.599999999999966,65179.399999999994
6451,0,0,1696,27.5,73,9.5,46640.0
6452,0,0,1376,50.8,75,9.400000000000034,69900.8
6453,0,0,1807,24.2,77,9.5,43729.4
6454,0,0,1598,32.8,79,9.400000000000034,52414.399999999994
6455,0,0,1565,40.2,81,9.400000000000034,62913.00000000001
6456,0,0,1387,50.6,83,9.5,70182.2
6457,0,0,1395,48.0,85,9.300000000000011,66960.0
6458,0,1,1302,62.9,87,9.399999999999977,81895.8
6459,0,1,1397,55.2,90,9.399999999999977,77114.40000000001
6460,0,0,1313,52.9,93,9.399999999999977,69457.7
6461,0,0,1505,35.9,95,9.399999999999977,54029.5
6462,0,2,1483,44.0,97,9.399999999999977,65252.0
6463,0,2,1358,60.4,102,9.5,82023.2
6464,0,1,1735,27.0,107,9.399999999999977,46845.0
6465,0,1,1416,48.5,110,9.300000000000011,68676.0
6466,0,0,1740,31.1,113,9.300000000000011,54114.0
6467,0,0,1692,27.4,115,9.300000000000011,46360.799999999996
6468,0,0,1507,42.5,117,9.300000000000011,64047.5
6469,0,1,1521,35.0,119,9.200000000000045,53235.0
6470,0,0,1379,54.5,122,9.200000000000045,75155.5
6471,0,0,1523,38.5,124,9.200000000000045,58635.5
6472,0,2,1571,33.6,126,9.200000000000045,52785.600000000006
6473,0,2,1547,50.7,131,9.100000000000023,78432.90000000001
6474,0,1,1347,54.3,136,9.199999999999989,73142.09999999999
6475,0,0,1560,30.2,139,9.199999999999989,47112.0
6476,0,0,1384,48.6,141,9.199999999999989,67262.40000000001
6477,0,0,1841,24.6,143,9.199999999999989,45288.600000000006
6478,1,0,1663,29.1,145,9.300000000000011,48393.3
6479,0,0,1418,42.7,147,9.199999999999989,60548.600000000006
6480,0,0,1775,26.6,149,9.199999999999989,47215.0
6481,0,0,1406,48.4,151,9.100000000000023,68050.4
6482,0,0,1480,43.7,153,9.299999999999955,64676.00000000001
6483,0,0,1412,45.3,155,9.199999999999989,63963.6
6484,0,2,1913,22.5,157,9.199999999999989,43042.5
6485,0,0,1629,37.6,162,9.199999999999989,61250.4
6486,0,0,1939,21.4,164,9.300000000000011,41494.6
6487,0,2,1541,36.2,166,9.199999999999989,55784.200000000004
6488,0,0,1330,54.4,171,9.100000000000023,72352.0
6489,0,1,1490,38.8,173,9.100000000000023,57811.99999999999
6490,0,0,1383,44.5,176,9.199999999999989,61543.5
6491,0,0,1468,52.7,178,9.199999999999989,77363.6
6492,0,1,1444,46.0,180,9.099999999999966,66424.0
6493,0,0,1363,53.1,183,9.100000000000023,72375.3
6494,0,0,1617,33.2,185,9.099999999999966,53684.4
6495,0,1,1694,31.1,187,9.199999999999989,52683.4
6496,0,0,1815,27.0,190,9.199999999999989,49005.0
6497,1,0,1312,65.3,192,9.099999999999966,85673.59999999999
6498,0,2,2041,19.2,194,9.099999999999966,39187.2
6499,0,0,1671,26.8,199,9.100000000000023,44782.8
6500,0,1,1416,46.6,201,9.100000000000023,65985.6
6501,0,1,1600,36.0,204,9.100000000000023,57600.0
6502,0,0,2595,13.7,207,9.100000000000023,35551.5
6503,0,1,1465,42.9,209,9.0,62848.5
6504,0,1,1681,27.4,212,9.100000000000023,46059.399999999994
6505,0,0,1457,39.6,215,9.0,57697.200000000004
6506,0,2,1454,44.1,217,9.100000000000023,64121.4
6507,0,0,1558,32.6,0,9.100000000000023,50790.8
6508,0,2,1756,30.7,2,9.100000000000023,53909.2
6509,0,0,1564,36.8,7,9.0,57555.2
6510,0,0,1455,55.3,9,9.099999999999966,80461.5
6511,0,1,2280,15.7,11,8.900000000000034,35796.0
6512,0,1,1433,48.1,14,8.899999999999977,68927.3
6513,0,0,1513,38.0,17,8.899999999999977,57494.0
6514,0,0,1507,41.8,19,8.899999999999977,62992.6
6515,0,0,1480,43.5,21,9.0,64380.0
6516,0,2,1470,40.1,23,8.899999999999977,58947.0
6517,0,0,1540,36.6,28,9.0,56364.0
6518,0,2,1212,67.9,30,9.0,82294.8
6519,0,0,1417,46.9,35,9.0,66457.3
6520,0,1,1666,34.9,37,8.900000000000034,58143.399999999994
6521,0,0,1666,27.2,40,9.0,45315.2
6522,0,0,1489,45.8,42,9.0,68196.2
6523,0,1,1850,27.7,44,9.099999999999966,51245.0
6524,0,0,1874,24.8,47,9.299999999999955,46475.200000000004
6525,1,0,1312,73.6,49,9.299999999999955,96563.2
6526,0,0,1515,38.4,51,9.199999999999989,58176.0
6527,0,0,1516,44.4,53,9.199999999999989,67310.4
6528,0,0,1546,40.0,55,9.300000000000011,61840.0
6529,0,0,1481,40.9,57,9.300000000000011,60572.9
6530,0,2,1605,32.5,59,9.300000000000011,52162.5
6531,0,2,1656,26.2,64,9.5,43387.2
6532,0,2,1352,52.0,69,9.400000000000034,70304.0
6533,0,0,1504,47.2,74,9.399999999999977,70988.8
6534,0,0,1436,44.2,76,9.300000000000011,63471.200000000004
6535,0,2,1505,43.6,78,9.300000000000011,65618.0
6536,0,0,1406,47.1,83,9.199999999999989,66222.6
6537,0,1,1481,39.7,85,9.199999999999989,58795.700000000004
6538,0,0,1487,44.6,88,9.300000000000011,66320.2
6539,0,0,1436,54.1,90,9.300000000000011,77687.6
6540,1,1,1368,63.7,92,9.300000000000011,87141.6
6541,0,0,1509,38.3,95,9.300000000000011,57794.7
6542,0,0,1543,36.9,97,9.400000000000034,56936.7
6543,0,0,1698,29.6,99,9.400000000000034,50260.8
6544,0,1,1470,46.5,101,9.300000000000011,68355.0
6545,0,1,1738,30.3,104,9.400000000000034,52661.4
6546,0,1,1530,39.9,107,9.400000000000034,61047.0
6547,0,0,1740,29.2,110,9.400000000000034,50808.0
6548,0,0,1770,24.1,112,9.400000000000034,42657.0
6549,0,2,1527,44.0,114,9.300000000000011,67188.0
6550,0,0,1516,46.0,119,9.399999999999977,69736.0
6551,0,0,1616,36.5,121,9.300000000000011,58984.0
6552,0,0,1786,26.1,123,9.300000000000011,46614.600000000006
6553,0,0,1389,52.7,125,9.400000000000034,73200.3
6554,0,1,1639,29.8,127,9.300000000000011,48842.200000000004
6555,0,2,1394,46.7,130,9.199999999999989,65099.8
6556,0,0,1686,27.9,135,9.199999999999989,47039.399999999994
6557,0,1,1638,31.9,137,9.100000000000023,52252.2
6558,0,1,1447,41.9,140,9.100000000000023,60629.299999999996
6559,0,2,1512,39.0,143,9.100000000000023,58968.0
6560,0,0,1961,21.8,148,9.199999999999989,42749.8
6561,0,0,1596,35.4,150,9.199999999999989,56498.399999999994
6562,0,1,1871,21.3,152,9.199999999999989,39852.3
6563,0,0,1942,20.5,155,9.199999999999989,39811.0
6564,0,0,1557,38.2,157,9.200000000000045,59477.4
6565,0,0,1550,36.8,159,9.200000000000045,57039.99999999999
6566,0,0,1966,22.6,161,9.300000000000011,44431.600000000006
6567,0,1,1499,36.1,163,9.300000000000011,54113.9
6568,0,0,1521,36.3,166,9.300000000000011,55212.299999999996
6569,0,1,1375,42.0,168,9.300000000000011,57750.0
6570,0,0,1634,31.1,171,9.200000000000045,50817.4
6571,0,1,1378,49.4,173,9.300000000000011,68073.2
6572,0,0,1428,53.7,176,9.300000000000011,76683.6
6573,0,1,1855,25.3,178,9.200000000000045,46931.5
6574,0,0,1578,33.0,181,9.200000000000045,52074.0
6575,0,1,1451,45.3,183,9.100000000000023,65730.3
6576,0,0,1644,34.9,186,9.0,57375.6
6577,0,0,1388,45.3,188,9.0,62876.399999999994
6578,0,0,1543,40.9,190,9.0,63108.7
6579,0,0,1501,41.6,192,9.099999999999966,62441.6
6580,0,0,1507,39.1,194,9.099999999999966,58923.700000000004
6581,0,0,1559,36.0,196,9.0,56124.0
6582,0,0,1528,35.7,198,9.0,54549.600000000006
6583,0,1,1503,38.2,200,9.0,57414.600000000006
6584,0,0,1372,44.0,203,9.0,60368.0
6585,0,1,1600,32.8,205,9.0,52479.99999999999
6586,0,0,1453,44.0,208,9.100000000000023,63932.0
6587,0,1,1813,24.6,210,9.099999999999966,44599.8
6588,0,0,1457,40.4,213,9.099999999999966,58862.799999999996
6589,0,1,1553,38.9,0,9.0,60411.7
6590,0,0,1763,25.9,3,9.0,45661.7
6591,0,0,2023,20.9,5,9.0,42280.7
6592,0,1,1457,47.8,7,9.099999999999966,69644.59999999999
6593,0,0,1679,29.5,10,9.099999999999966,49530.5
6594,0,0,2103,19.7,12,9.0,41429.1
6595,0,1,1460,38.6,14,9.199999999999989,56356.0
6596,0,1,1454,39.4,17,9.199999999999989,57287.6
6597,0,0,1481,46.8,20,9.100000000000023,69310.8
6598,0,0,1424,51.1,22,9.199999999999989,72766.40000000001
6599,0,0,1494,39.5,24,9.099999999999966,59013.0
6600,0,1,1424,47.0,26,9.100000000000023,66928.0
6601,0,1,1347,47.9,29,9.199999999999989,64521.299999999996
6602,0,0,1374,46.7,32,9.100000000000023,64165.8
6603,0,1,1403,47.4,34,9.100000000000023,66502.2
6604,0,1,1573,37.4,37,9.100000000000023,58830.2
6605,0,1,1691,30.1,40,9.0,50899.100000000006
6606,0,2,1538,44.3,43,9.0,68133.4
6607,0,0,1556,39.1,48,9.0,60839.600000000006
6608,0,1,1593,36.8,50,8.899999999999977,58622.399999999994
6609,0,0,1474,39.9,53,8.899999999999977,58812.6
6610,0,0,1543,34.0,55,8.899999999999977,52462.0
6611,0,2,1587,33.8,57,9.0,53640.6
6612,0,0,1222,70.0,62,9.0,85540.0
6613,0,0,1513,41.1,64,8.900000000000034,62184.3
6614,0,0,1660,28.7,66,8.900000000000034,47642.0
6615,0,0,1545,42.1,68,8.900000000000034,65044.5
6616,0,1,1380,45.8,70,8.900000000000034,63203.99999999999
6617,0,0,1321,60.8,73,9.0,80316.8
6618,1,1,1309,65.8,75,9.0,86132.2
6619,0,1,1627,31.3,78,9.0,50925.1
6620,0,1,1791,23.8,81,9.099999999999966,42625.8
6621,0,1,1861,21.8,84,9.0,40569.8
6622,0,0,1493,51.1,87,9.0,76292.3
6623,0,1,1442,41.1,89,9.0,59266.200000000004
6624,0,0,1532,39.8,92,9.0,60973.6
6625,0,1,1421,44.4,94,9.099999999999966,63092.4
6626,0,0,1613,42.5,97,9.0,68552.5
